Date,Store,Region,Category,Product,Revenue,Quantity,Cost
2023-10-23,Store C,South,Office Supplies,Pen,40.0,4,
2022-08-01,  Store A  ,East,Electronics ,Laptop,5000.0,4,3409.88
2023-07-17,Store B,West,Electronics,Laptop,3750.0,3,2325.35
2023-10-09,Store D,Central,Office Supplies,Pen,25.0,1,16.3
2022-12-05,Store D,Central,Furniture,Shelf,800.0,2,543.61
2023-11-27,Store A,East,Office Supplies,Stapler,80.0,5,52.08
2023-03-20,Store B,West,Furniture,Shelf,600.0,1,366.85
2022-09-19,Store B,West,Office Supplies,Pen,40.0,4,26.02
2022-09-12,Store A,East,Electronics,Keyboard,400.0,2,241.82
2023-05-22,Store A,East,Office Supplies,Paper,100.0,5,
2022-01-03,Store B,West,Furniture,Desk,3000.0,3,2057.35
2023-05-08,Store D,Central,Office Supplies,Paper,50.0,1,32.8
2022-04-25,Store B,West,Electronics,Laptop,3333.33,2,2212.08
2022-11-21,Store A,East,Office Supplies,Paper,66.67,2,45.96
2023-01-09,Store A,East,Office Supplies,Paper,80.0,4,50.48
2023-04-17,Store D,Central,Electronics,Mouse,0.0,3,185.67
2022-04-18,Store A,East,Office Supplies,Stapler,80.0,2,54.93
2023-08-14,Store B,West,Furniture,Table,1500.0,3,923.36
2022-07-04,Store A,East,Furniture,Table,1600.0,4,1044.75
2023-10-30,Store D,Central,Office Supplies,Stapler,64.0,4,42.69
2022-02-07,Store C,South,Furniture,Table,2000.0,2,1245.66
2023-06-19,Store C,South,Office Supplies,Stapler,80.0,2,52.37
2023-06-26,Store C,South,Furniture,Shelf,600.0,1,407.49
2023-01-23,  Store B  ,West,Furniture ,Shelf,1200.0,2,
2022-06-06,Store C,South,Office Supplies,Folder,60.0,4,37.64
2022-06-20,Store C,South,Furniture,Desk,2250.0,3,1478.05
2022-10-31,Store C,South,Electronics,Laptop,5000.0,5,
2023-05-01,Store A,East,Furniture,Desk,3000.0,3,1888.55
2022-06-27,Store D,Central,Office Supplies,Stapler,80.0,3,54.86
2023-06-05,Store A,East,Furniture,Table,1000.0,1,
2022-09-05,Store B,West,Office Supplies,Folder,37.5,1,25.53
2023-05-22,Store C,South,Office Supplies,Pen,37.5,3,24.38
2022-01-31,Store D,Central,Furniture,Chair,2500.0,4,1637.79
2022-09-05,Store D,Central,Office Supplies,Pen,50.0,2,33.25
2022-01-17,  Store B  ,West,Furniture ,Chair,1875.0,3,1206.9
2022-12-05,Store B,West,Electronics,Keyboard,400.0,4,277.24
2023-07-17,Store C,South,Electronics,Mouse,200.0,2,125.87
2022-09-12,Store B,West,Furniture,Desk,3000.0,4,
2023-12-25,Store B,West,Furniture,Chair,2500.0,4,1623.65
2022-03-21,Store D,Central,Furniture,Desk,2400.0,4,
2023-03-27,Store D,Central,Electronics,Mouse,240.0,4,159.56
2022-01-03,Store C,South,Furniture,Desk,3000.0,5,2035.22
28/03/2022,Store D,Central,Office Supplies,Stapler,80.0,5,54.48
2022-09-12,Store D,Central,Furniture,Desk,2400.0,4,1563.31
2022-01-03,Store B,West,Furniture,Chair,1666.67,2,1090.87
2022-08-15,Store B,West,Office Supplies,Paper,100.0,5,68.11
2023-03-06,Store A,East,Office Supplies,Stapler,80.0,5,50.78
2022-11-21,Store C,South,Furniture,Chair,2500.0,2,
2022-01-24,Store D,Central,Office Supplies,Stapler,53.33,2,36.11
2022-10-17,Store B,West,Furniture,Table,2000.0,3,1266.74
2023-09-25,Store B,West,Furniture,Chair,2500.0,3,1659.74
2023-01-09,Store D,Central,Furniture,Desk,2250.0,3,1509.34
2023-06-19,Store D,Central,Office Supplies,Folder,56.25,3,37.94
2022-02-14,Store B,West,Furniture,Chair,2500.0,5,1699.09
2023-12-11,Store A,East,Electronics,Mouse,300.0,3,202.1
2023-07-24,Store A,East,Electronics,Monitor,1500.0,3,988.83
2022-12-26,Store C,South,Office Supplies,Stapler,64.0,4,39.54
2022-05-23,Store C,South,Electronics,Laptop,3333.33,2,2088.06
2023-10-16,Store A,East,Furniture,Shelf,900.0,3,
2023-07-10,Store A,East,Office Supplies,Pen,50.0,2,34.63
2023-11-06,Store B,West,Furniture,Shelf,1200.0,3,765.06
2022-08-22,Store B,West,Office Supplies,Folder,56.25,3,38.07
2023-02-27,Store D,Central,Office Supplies,Paper,50.0,1,32.57
19/12/2022,Store A,East,Electronics,Mouse,225.0,3,156.92
2023-03-20,Store A,East,Furniture,Table,2000.0,2,1343.89
2023-02-20,Store D,Central,Office Supplies,Paper,100.0,2,67.93
2022-10-31,Store A,East,Electronics,Keyboard,266.67,2,160.38
2022-05-23,Store C,South,Furniture,Table,2000.0,2,
2023-01-02,Store C,South,Furniture,Chair,2500.0,4,1582.71
2022-11-07,Store B,West,Furniture,Desk,2000.0,2,1359.25
2023-05-22,Store A,East,Office Supplies,Stapler,64.0,4,41.0
2023-03-06,Store B,West,Electronics,Monitor,1500.0,2,1024.46
2022-10-10,Store D,Central,Furniture,Table,1000.0,1,618.78
2022-08-01,Store D,Central,Office Supplies,Pen,50.0,3,34.24
2022-06-13,Store C,South,Electronics,Mouse,300.0,5,183.06
2022-02-28,Store B,West,Furniture,Chair,2500.0,3,1654.84
2023-07-31,  Store C  ,South,Electronics ,Monitor,1000.0,2,681.83
2022-10-10,Store A,East,Furniture,Table,2000.0,5,1249.69
2022-08-01,Store C,South,Electronics,Keyboard,320.0,4,193.97
2022-02-14,Store D,Central,Office Supplies,Stapler,80.0,4,48.56
2023-05-22,Store C,South,Office Supplies,Folder,60.0,4,41.34
2022-08-08,Store B,West,Office Supplies,Paper,50.0,1,32.28
2023-05-08,Store B,West,Office Supplies,Stapler,80.0,4,52.41
2023-06-05,  Store A  ,East,Office Supplies ,Stapler,80.0,4,49.58
2023-08-21,Store D,Central,Office Supplies,Stapler,64.0,4,40.01
2022-01-17,  Store C  ,South,Office Supplies ,Folder,60.0,4,36.0
2022-07-04,Store B,West,Office Supplies,Stapler,40.0,1,26.81
24/01/2022,Store D,Central,Office Supplies,Pen,50.0,3,32.66
2023-02-13,Store D,Central,Electronics,Keyboard,266.67,2,181.99
2023-08-14,Store D,Central,Office Supplies,Paper,80.0,4,48.32
2023-08-21,Store C,South,Furniture,Table,1600.0,4,991.94
2022-11-28,Store D,Central,Electronics,Monitor,1200.0,4,806.23
2022-10-17,Store A,East,Furniture,Shelf,1200.0,3,831.67
2022-02-07,Store C,South,Office Supplies,Paper,80.0,4,49.01
2022-10-03,Store A,East,Office Supplies,Folder,56.25,3,37.99
2022-05-30,Store C,South,Office Supplies,Folder,50.0,2,32.3
2023-12-18,Store A,East,Office Supplies,Pen,50.0,4,34.05
2022-03-21,Store B,West,Office Supplies,Pen,40.0,4,
2022-02-21,Store B,West,Electronics,Laptop,5000.0,2,3016.41
24/07/2023,Store A,East,Office Supplies,Stapler,80.0,5,49.27
2022-12-05,Store C,South,Furniture,Chair,1666.67,2,1081.77
28/02/2022,Store D,Central,Electronics,Monitor,1500.0,2,914.92
2022-10-10,Store B,West,Electronics,Mouse,225.0,3,150.74
2023-03-13,Store A,East,Office Supplies,Paper,75.0,3,50.57
12/09/2022,Store A,East,Furniture,Shelf,960.0,0,647.69
2022-04-25,Store B,West,Electronics,Monitor,1000.0,2,611.03
2023-05-15,Store B,West,Office Supplies,Stapler,80.0,4,53.7
2022-08-29,Store B,West,Office Supplies,Paper,100.0,5,69.72
2022-08-08,Store D,Central,Office Supplies,Pen,37.5,3,24.02
2023-05-15,Store D,Central,Electronics,Laptop,5000.0,2,3474.3
2022-09-12,Store A,East,Electronics,Monitor,1000.0,2,611.73
2022-08-15,Store A,East,Office Supplies,Folder,56.25,3,
2023-09-25,Store A,East,Furniture,Desk,2000.0,2,1365.25
2023-06-12,Store C,South,Office Supplies,Pen,50.0,3,30.92
2022-08-22,Store B,West,Electronics,Monitor,750.0,1,486.67
2023-03-13,Store A,East,Electronics,Monitor,1000.0,2,
2023-12-04,Store C,South,Office Supplies,Paper,100.0,5,63.89
2022-03-21,Store D,Central,Office Supplies,Folder,60.0,4,36.67
2023-06-05,Store A,East,Electronics,Laptop,5000.0,3,3047.27
2022-01-31,Store A,East,Furniture,Shelf,600.0,1,367.09
2022-06-06,Store C,South,Furniture,Desk,3000.0,4,1942.21
2022-10-17,Store D,Central,Office Supplies,Pen,50.0,2,34.87
2023-07-24,Store A,East,Furniture,Shelf,0.0,5,
2023-07-10,Store D,Central,Furniture,Chair,2000.0,4,1340.85
2023-03-27,  Store A  ,East,Furniture ,Shelf,600.0,1,404.74
04/09/2023,Store B,West,Office Supplies,Paper,75.0,3,47.78
2023-07-10,Store A,East,Furniture,Table,2000.0,4,1229.84
2023-07-31,Store A,East,Office Supplies,Paper,75.0,3,47.51
11/07/2022,Store A,East,Electronics,Keyboard,400.0,4,274.5
2022-02-14,Store D,Central,Office Supplies,Pen,50.0,2,31.13
2022-05-30,Store D,Central,Office Supplies,Stapler,64.0,4,44.79
2023-07-17,Store A,East,Electronics,Laptop,5000.0,5,3128.54
2023-09-18,Store B,West,Office Supplies,Folder,75.0,5,49.73
2022-07-11,Store B,West,Furniture,Table,2000.0,5,1306.58
2023-08-07,Store D,Central,Office Supplies,Folder,75.0,3,45.91
2023-02-27,Store A,East,Furniture,Shelf,1200.0,5,772.99
29/05/2023,Store D,Central,Furniture,Shelf,800.0,2,524.23
2023-07-17,Store B,West,Furniture,Desk,2250.0,3,1539.06
2023-04-24,Store D,Central,Office Supplies,Folder,37.5,1,25.74
2022-12-19,Store A,East,Electronics,Monitor,1200.0,4,758.28
2022-08-08,  Store A  ,East,Furniture ,Chair,-2000.0,4,1392.41
2022-02-28,Store B,West,Furniture,Chair,1875.0,3,1130.45
2022-11-21,Store B,West,Furniture,Desk,3000.0,2,1970.86
2023-10-09,Store A,East,Office Supplies,Folder,75.0,5,51.58
2023-10-09,Store B,West,Office Supplies,Pen,50.0,3,34.4
2022-02-28,Store C,South,Furniture,Chair,2500.0,5,1650.74
2023-05-22,Store B,West,Office Supplies,Pen,50.0,4,32.65
2023-02-06,Store C,South,Furniture,Chair,2000.0,4,1351.71
2022-05-23,Store D,Central,Furniture,Shelf,1200.0,5,785.72
2022-05-02,Store B,West,Furniture,Desk,3000.0,5,1991.68
23/10/2023,Store C,South,Electronics,Mouse,150.0,1,93.21
2022-08-15,Store C,South,Furniture,Table,1500.0,3,962.8
25/09/2023,Store B,West,Electronics,Laptop,3750.0,3,2510.69
2022-03-28,Store B,West,Office Supplies,Stapler,53.33,2,36.12
06/03/2023,Store D,Central,Office Supplies,Paper,75.0,3,45.15
2022-02-21,Store C,South,Furniture,Desk,3000.0,2,
2022-07-25,Store C,South,Electronics,Monitor,1500.0,3,977.37
2023-06-12,  Store A  ,East,Electronics ,Keyboard,400.0,2,276.64
2023-06-26,Store D,Central,Furniture,Desk,3000.0,4,1976.03
2023-04-10,Store D,Central,Office Supplies,Stapler,80.0,5,55.86
2022-07-25,Store D,Central,Furniture,Shelf,800.0,2,513.61
2023-05-08,Store C,South,Office Supplies,Folder,60.0,4,40.62
2022-07-18,Store B,West,Office Supplies,Paper,100.0,3,66.99
2023-11-27,Store C,South,Electronics,Mouse,217.5,1,102.62
14/02/2022,Store D,Central,Electronics,Keyboard,266.67,2,162.18
2022-05-09,Store B,West,Office Supplies,Pen,50.0,5,32.68
15/08/2022,Store A,East,Electronics,Mouse,300.0,2,182.27
2022-01-17,Store D,Central,Office Supplies,Pen,33.33,2,22.0
2023-07-10,Store B,West,Furniture,Table,1333.33,2,877.32
2023-03-20,  Store C  ,South,Office Supplies ,Folder,60.0,4,38.65
2023-01-23,Store A,East,Electronics,Monitor,1500.0,4,993.87
2022-04-25,Store D,Central,Office Supplies,Stapler,80.0,3,50.45
2022-01-24,Store B,West,Electronics,Monitor,1500.0,3,990.68
2023-01-30,Store A,East,Electronics,Laptop,5000.0,3,3292.53
2023-06-05,Store B,West,Furniture,Shelf,1200.0,4,832.89
2022-05-09,Store B,West,Electronics,Monitor,1500.0,5,908.35
2022-01-24,Store B,West,Electronics,Mouse,300.0,4,209.86
2023-03-27,  Store D  ,Central,Office Supplies ,Stapler,80.0,3,48.83
2022-07-18,Store A,East,Electronics,Monitor,1125.0,3,689.14
2023-06-12,Store B,West,Electronics,Laptop,5000.0,2,3351.89
2023-07-17,Store B,West,Furniture,Desk,3000.0,3,1837.79
2022-01-03,Store A,East,Office Supplies,Stapler,80.0,3,49.61
2022-04-18,Store A,East,Office Supplies,Folder,60.0,4,40.2
2023-04-10,Store C,South,Office Supplies,Stapler,80.0,3,53.38
2022-06-06,Store A,East,Office Supplies,Stapler,64.0,4,39.71
2023-04-24,Store B,West,Electronics,Monitor,1500.0,4,978.19
2022-08-01,Store C,South,Furniture,Shelf,800.0,2,500.02
2022-03-28,Store B,West,Electronics,Monitor,1500.0,4,929.13
2022-05-30,Store B,West,Electronics,Monitor,1125.0,3,756.72
2023-05-01,Store B,West,Furniture,Desk,3000.0,5,2058.22
2023-02-27,Store B,West,Electronics,Laptop,4000.0,4,2776.99
2022-10-31,Store C,South,Office Supplies,Paper,100.0,2,61.62
2022-10-03,Store B,West,Electronics,Laptop,3750.0,3,
2023-07-31,Store B,West,Electronics,Mouse,300.0,3,189.3
2023-09-25,Store D,Central,Furniture,Shelf,1200.0,5,726.8
2022-09-12,Store D,Central,Office Supplies,Paper,100.0,5,67.02
2022-01-17,Store C,South,Furniture,Table,2000.0,4,1258.87
2022-12-26,  Store D  ,Central,Furniture ,Chair,2500.0,3,1523.72
2022-08-15,Store A,East,Office Supplies,Folder,75.0,3,
2022-07-04,Store C,South,Office Supplies,Stapler,40.0,1,24.72
2022-03-21,Store D,Central,Office Supplies,Paper,100.0,4,64.76
2023-07-17,Store D,Central,Electronics,Mouse,200.0,2,132.34
2023-09-04,Store C,South,Furniture,Shelf,1200.0,3,771.52
2022-09-12,Store A,East,Electronics,Mouse,150.0,1,92.05
2023-05-01,Store A,East,Office Supplies,Folder,50.0,2,34.92
2022-10-24,Store C,South,Furniture,Desk,3000.0,5,2001.15
2022-11-21,Store B,West,Furniture,Table,2000.0,5,1371.59
2022-10-03,Store A,East,Electronics,Monitor,1500.0,4,1036.23
2023-12-04,Store D,Central,Electronics,Keyboard,400.0,2,261.28
2023-11-27,Store B,West,Office Supplies,Pen,50.0,2,33.85
2023-09-11,Store A,East,Office Supplies,Paper,75.0,3,
2022-01-10,Store A,East,Electronics,Mouse,300.0,5,189.09
2023-03-27,Store B,West,Office Supplies,Folder,50.0,2,33.81
2022-05-30,Store B,West,Office Supplies,Pen,50.0,5,30.17
2022-01-17,Store A,East,Furniture,Chair,1875.0,3,1257.34
2023-12-11,Store B,West,Furniture,Shelf,600.0,1,366.37
2023-04-10,Store B,West,Furniture,Shelf,1200.0,3,786.26
2023-12-04,Store C,South,Electronics,Keyboard,200.0,1,136.72
2022-04-11,Store A,East,Furniture,Table,2000.0,4,1351.6
2023-10-30,Store C,South,Office Supplies,Stapler,80.0,3,51.31
2022-11-14,Store A,East,Office Supplies,Stapler,80.0,4,49.69
2022-09-05,Store C,South,Furniture,Shelf,600.0,1,411.84
2022-11-14,Store B,West,Furniture,Table,2000.0,3,1292.06
2023-03-06,Store B,West,Furniture,Shelf,900.0,3,615.92
2022-09-26,Store C,South,Electronics,Keyboard,400.0,3,273.95
2022-01-24,Store A,East,Office Supplies,Folder,60.0,4,39.65
2023-07-17,Store B,West,Office Supplies,Stapler,80.0,2,49.85
2023-10-09,Store D,Central,Furniture,Table,2000.0,3,1230.66
2022-03-14,Store A,East,Electronics,Monitor,1500.0,5,922.19
2022-06-27,Store D,Central,Electronics,Monitor,1000.0,2,606.07
2023-07-10,Store D,Central,Office Supplies,Pen,37.5,3,24.98
2022-09-26,Store A,East,Electronics,Monitor,1500.0,5,991.7
2023-12-18,Store C,South,Electronics,Monitor,1500.0,3,989.17
2023-06-26,Store D,Central,Electronics,Laptop,5000.0,3,3298.01
2023-03-13,Store B,West,Office Supplies,Folder,50.0,2,
2023-02-27,Store D,Central,Office Supplies,Folder,60.0,4,37.94
2022-07-25,Store B,West,Office Supplies,Pen,40.0,4,25.87
2023-12-18,Store C,South,Furniture,Chair,2000.0,4,1300.3
2022-11-07,Store B,West,Electronics,Laptop,5000.0,4,3074.39
2022-02-14,Store B,West,Electronics,Monitor,1000.0,2,651.57
2023-01-16,Store A,East,Furniture,Shelf,1200.0,3,823.66
2022-11-14,Store A,East,Electronics,Laptop,4000.0,4,2697.05
2022-03-14,Store A,East,Office Supplies,Paper,66.67,2,44.39
2023-10-09,Store B,West,Furniture,Table,2000.0,5,1348.78
2023-06-19,Store C,South,Office Supplies,Pen,40.0,4,26.24
2023-07-24,Store A,East,Office Supplies,Folder,50.0,2,34.69
2022-11-07,Store B,West,Office Supplies,Folder,75.0,2,50.61
2022-09-12,Store B,West,Electronics,Monitor,1500.0,3,1049.38
2023-10-16,Store A,East,Furniture,Table,2000.0,5,1385.37
2022-06-06,Store B,West,Furniture,Desk,2250.0,3,
2022-12-19,Store C,South,Furniture,Shelf,1200.0,4,762.08
2023-05-15,Store A,East,Electronics,Monitor,225.0,1,146.25
2022-12-19,Store D,Central,Furniture,Shelf,1200.0,2,792.79
2023-01-16,Store D,Central,Office Supplies,Paper,80.0,4,
2022-01-17,Store D,Central,Furniture,Desk,1500.0,1,949.73
2023-05-01,Store B,West,Furniture,Shelf,1200.0,5,827.61
2022-07-18,  Store D  ,Central,Office Supplies ,Folder,75.0,2,45.76
2023-03-27,Store D,Central,Office Supplies,Folder,75.0,3,51.48
2022-04-11,Store C,South,Furniture,Table,2000.0,2,1384.3
2023-11-13,Store A,East,Electronics,Laptop,5000.0,2,3180.52
2023-03-27,Store A,East,Office Supplies,Stapler,64.0,4,42.9
2022-10-10,Store B,West,Electronics,Laptop,4000.0,4,2440.53
2022-06-13,Store A,East,Electronics,Laptop,3750.0,3,2491.5
2023-04-24,Store C,South,Electronics,Keyboard,300.0,3,188.28
2022-09-12,Store C,South,Furniture,Desk,2400.0,4,1566.9
2022-09-19,Store B,West,Electronics,Keyboard,400.0,5,260.27
2022-04-18,Store D,Central,Office Supplies,Pen,50.0,4,34.63
2023-04-10,Store D,Central,Furniture,Shelf,0.0,3,
2022-01-10,  Store D  ,Central,Electronics ,Keyboard,200.0,1,131.2
2022-12-12,Store D,Central,Electronics,Mouse,150.0,1,95.54
2022-08-15,Store C,South,Furniture,Table,2000.0,4,1260.81
2022-10-31,Store C,South,Furniture,Desk,1500.0,1,943.54
2023-05-08,  Store B  ,West,Office Supplies ,Paper,66.67,2,40.68
2022-11-07,Store D,Central,Electronics,Laptop,5000.0,3,3028.52
2022-05-23,Store C,South,Electronics,Mouse,150.0,1,104.56
2023-09-25,Store D,Central,Electronics,Keyboard,400.0,4,276.88
2022-05-30,Store C,South,Office Supplies,Stapler,60.0,3,36.1
2023-03-20,Store B,West,Furniture,Chair,2500.0,2,1551.6
2023-03-13,Store D,Central,Electronics,Laptop,4000.0,4,2657.99
2022-02-07,Store A,East,Office Supplies,Stapler,80.0,2,49.21
2023-01-02,Store D,Central,Office Supplies,Pen,50.0,3,30.23
02/01/2023,  Store A  ,East,Electronics ,Keyboard,300.0,3,185.2
2022-10-10,Store A,East,Electronics,Mouse,300.0,2,198.65
2022-10-10,Store C,South,Furniture,Desk,3000.0,2,1919.98
2022-01-24,Store D,Central,Furniture,Shelf,960.0,4,616.76
2022-08-15,Store A,East,Office Supplies,Paper,100.0,2,67.84
2022-09-05,Store B,West,Electronics,Monitor,1500.0,2,972.84
2023-07-03,Store B,West,Office Supplies,Paper,80.0,4,50.92
2022-03-14,  Store C  ,South,Office Supplies ,Folder,37.5,1,23.85
2022-01-03,Store B,West,Furniture,Shelf,1200.0,5,796.77
2023-04-03,Store A,East,Office Supplies,Paper,100.0,4,62.26
2022-03-28,Store C,South,Office Supplies,Folder,56.25,3,35.18
2023-10-09,Store A,East,Furniture,Shelf,1200.0,3,720.53
2023-06-26,Store D,Central,Electronics,Keyboard,300.0,3,186.36
2023-11-06,Store B,West,Furniture,Table,1500.0,3,1049.22
2022-04-04,Store A,East,Electronics,Keyboard,400.0,3,257.0
2022-12-19,Store D,Central,Office Supplies,Stapler,80.0,3,52.77
2022-07-11,Store A,East,Electronics,Laptop,4000.0,4,2571.8
2023-02-20,Store C,South,Electronics,Laptop,5000.0,3,3206.13
2022-03-28,Store D,Central,Electronics,Laptop,5000.0,5,3092.45
2023-05-29,Store C,South,Electronics,Keyboard,300.0,3,184.58
2022-10-31,Store D,Central,Furniture,Chair,2500.0,5,1705.41
2023-08-07,Store B,West,Electronics,Keyboard,300.0,3,195.27
2023-01-09,Store B,West,Office Supplies,Paper,100.0,3,68.37
2022-05-30,Store A,East,Electronics,Monitor,1500.0,2,1041.05
2022-02-21,Store A,East,Electronics,Keyboard,300.0,3,189.12
2022-05-09,  Store B  ,West,Furniture ,Chair,2500.0,5,1714.11
2022-02-14,Store C,South,Electronics,Monitor,0.0,5,967.02
2022-10-31,Store B,West,Furniture,Chair,2000.0,4,1211.38
2023-04-17,Store A,East,Office Supplies,Pen,50.0,2,33.32
2023-09-18,Store D,Central,Office Supplies,Folder,75.0,3,48.61
2022-12-26,Store B,West,Furniture,Chair,1666.67,2,1028.69
2022-10-03,Store D,Central,Office Supplies,Folder,75.0,5,50.89
2022-01-10,Store B,West,Furniture,Table,1333.33,2,872.79
2023-06-12,Store D,Central,Office Supplies,Folder,75.0,5,51.49
2023-04-10,Store B,West,Electronics,Keyboard,300.0,3,201.98
2022-08-29,Store D,Central,Electronics,Laptop,5000.0,5,3451.04
14/11/2022,Store A,East,Office Supplies,Stapler,64.0,4,43.12
2023-05-08,Store C,South,Furniture,Desk,3000.0,4,1973.72
2022-02-28,Store B,West,Office Supplies,Paper,75.0,3,46.51
2023-09-18,Store B,West,Office Supplies,Paper,100.0,4,69.21
2022-04-18,Store C,South,Electronics,Laptop,3333.33,2,
2022-09-05,Store B,West,Office Supplies,Paper,50.0,1,32.13
2023-08-14,Store C,South,Office Supplies,Stapler,80.0,2,52.75
2022-12-12,Store A,East,Furniture,Shelf,900.0,3,602.76
2022-07-25,Store B,West,Furniture,Desk,1500.0,1,1034.74
2023-07-17,Store C,South,Furniture,Desk,3000.0,2,2089.77
2023-12-25,Store C,South,Electronics,Monitor,1125.0,3,729.21
2023-04-17,Store C,South,Furniture,Shelf,960.0,4,587.96
2022-01-24,Store A,East,Office Supplies,Pen,50.0,4,30.27
2022-12-12,Store A,East,Furniture,Desk,2400.0,4,1485.21
2022-09-12,Store C,South,Office Supplies,Paper,100.0,4,64.02
2022-05-02,Store A,East,Electronics,Keyboard,300.0,3,201.95
2022-08-22,Store D,Central,Furniture,Shelf,900.0,3,564.9
2023-11-27,Store C,South,Electronics,Monitor,1740.0,2,775.27
2023-02-13,Store B,West,Furniture,Table,2000.0,3,1318.36
2023-06-19,Store A,East,Office Supplies,Paper,50.0,1,33.27
2023-10-30,Store B,West,Furniture,Table,1500.0,3,1046.78
2023-01-23,Store A,East,Furniture,Desk,2000.0,2,1316.47
2022-12-05,Store B,West,Office Supplies,Stapler,80.0,4,49.52
2022-05-02,Store D,Central,Electronics,Laptop,5000.0,2,
2023-04-17,Store D,Central,Furniture,Desk,3000.0,5,2024.39
2022-03-14,Store B,West,Office Supplies,Paper,80.0,4,51.42
2022-10-24,Store A,East,Office Supplies,Folder,56.25,3,36.23
2022-02-28,Store D,Central,Furniture,Shelf,900.0,3,620.77
2023-07-17,Store A,East,Office Supplies,Paper,50.0,1,33.92
2022-06-06,Store A,East,Electronics,Laptop,3750.0,3,2285.19
2023-12-04,Store D,Central,Office Supplies,Stapler,80.0,2,55.07
2022-10-03,Store B,West,Office Supplies,Folder,75.0,5,
2022-03-07,Store B,West,Electronics,Laptop,3333.33,2,2017.59
2022-09-19,Store B,West,Furniture,Desk,3000.0,5,1959.08
2022-05-30,Store B,West,Office Supplies,Folder,75.0,5,48.14
2023-10-09,Store B,West,Office Supplies,Pen,37.5,3,24.82
2022-05-02,Store A,East,Office Supplies,Folder,75.0,2,50.63
24/07/2023,Store A,East,Electronics,Mouse,150.0,1,96.16
2022-04-11,Store D,Central,Office Supplies,Pen,37.5,3,23.9
2022-05-09,Store B,West,Electronics,Monitor,1000.0,2,652.39
2023-08-07,Store A,East,Electronics,Keyboard,400.0,3,279.77
2023-07-03,Store B,West,Office Supplies,Folder,37.5,1,22.66
2023-03-20,Store D,Central,Furniture,Chair,2500.0,3,1706.83
2023-08-14,Store A,East,Furniture,Table,1333.33,2,852.59
2023-05-08,Store B,West,Electronics,Mouse,300.0,2,195.55
2022-07-11,Store A,East,Furniture,Table,2000.0,5,1232.86
2022-02-07,Store D,Central,Electronics,Mouse,300.0,5,202.31
2022-08-08,Store D,Central,Electronics,Laptop,3333.33,2,2292.99
2023-10-02,Store A,East,Office Supplies,Folder,75.0,3,46.3
2022-08-15,Store D,Central,Furniture,Table,2000.0,4,1248.64
2023-02-13,Store D,Central,Electronics,Monitor,1500.0,2,954.24
2023-06-26,  Store B  ,West,Office Supplies ,Paper,100.0,5,63.36
2023-09-04,Store B,West,Furniture,Chair,2500.0,3,1549.86
2022-01-31,Store C,South,Office Supplies,Pen,50.0,4,31.44
2023-10-02,Store A,East,Office Supplies,Folder,75.0,3,52.46
2022-09-12,Store C,South,Furniture,Shelf,1200.0,3,833.56
2022-01-31,Store C,South,Furniture,Chair,1250.0,1,815.21
2022-04-18,Store A,East,Office Supplies,Paper,66.67,2,41.4
06/03/2023,Store C,South,Furniture,Table,1333.33,2,881.76
2022-11-14,Store A,East,Furniture,Desk,3000.0,4,2082.83
2023-12-18,Store C,South,Electronics,Mouse,225.0,3,153.39
2022-01-31,Store B,West,Electronics,Mouse,240.0,4,155.03
2022-02-28,Store A,East,Electronics,Mouse,300.0,2,181.99
2023-07-03,Store D,Central,Furniture,Table,1000.0,1,626.28
2022-10-10,Store D,Central,Office Supplies,Paper,100.0,2,60.03
2023-03-13,Store B,West,Office Supplies,Stapler,80.0,3,55.41
2022-07-11,Store B,West,Furniture,Desk,1500.0,1,986.05
2022-10-31,Store C,South,Furniture,Table,2000.0,3,1267.35
2023-05-22,Store B,West,Electronics,Laptop,4000.0,4,2754.13
2023-04-03,Store A,East,Electronics,Mouse,225.0,3,141.77
2023-02-13,Store C,South,Furniture,Desk,2400.0,4,1460.78
2023-05-01,Store C,South,Electronics,Mouse,240.0,4,146.22
2023-06-12,Store D,Central,Office Supplies,Pen,50.0,2,33.1
2022-09-26,Store C,South,Office Supplies,Folder,37.5,1,26.01
2023-10-23,Store D,Central,Electronics,Mouse,300.0,4,209.58
2022-06-13,Store A,East,Office Supplies,Paper,100.0,4,62.95
2023-05-15,Store B,West,Furniture,Shelf,800.0,2,554.24
2023-03-27,Store C,South,Office Supplies,Paper,100.0,4,60.02
2022-08-29,Store C,South,Electronics,Laptop,5000.0,2,3361.19
17/10/2022,Store B,West,Furniture,Desk,3000.0,3,1939.62
2023-09-18,Store C,South,Furniture,Chair,1875.0,3,1282.39
2023-05-15,Store D,Central,Furniture,Chair,2500.0,4,
2022-09-12,Store D,Central,Office Supplies,Pen,37.5,3,25.96
2022-08-15,Store A,East,Office Supplies,Paper,80.0,4,50.44
2022-05-02,Store A,East,Electronics,Laptop,4000.0,4,2558.41
2022-05-30,Store A,East,Furniture,Shelf,800.0,2,
2023-03-27,Store D,Central,Furniture,Chair,2500.0,2,1729.36
2023-09-18,Store C,South,Electronics,Keyboard,200.0,1,125.64
2022-08-22,Store A,East,Furniture,Desk,2250.0,3,1468.66
2023-05-29,Store A,East,Office Supplies,Paper,80.0,4,53.82
2022-11-14,Store C,South,Office Supplies,Stapler,60.0,3,
2023-09-18,Store B,West,Furniture,Shelf,1200.0,2,799.44
